_id,mountPerItem,itemNameAr,itemName,serviceId,categoryId
ObjectId(5bc46719de51373d690b8699),,تنورة تكسير,Plate Skirt,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46733de51373d690b86a7),,تنورة,Skirt,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46736de51373d690b86b2),,سجاد عادي,Regular Carpet,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5bc46736de51373d690b86bd),,كرافيتة,Nick Tie,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc4674bde51373d690b86c8),,شراب,Socks,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bc46751de51373d690b86d3),,طرحة,Scarf,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46764de51373d690b86de),,شماغ,Shemag,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc46766de51373d690b86e9),,عباية شاك,Special Abaya,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc4676dde51373d690b86f4),,قميص نوم,Night Gown 1 pcs,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc4677ede51373d690b86ff),,ستائر شيفون,Shere Curtain,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5bc46780de51373d690b870a),,فستان خاص شك,Special Dress,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46795de51373d690b8715),,قميص,Shirt,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc4679bde51373d690b8720),,قميص نوم قطعتين,Night Gown 2 pcs,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc4679bde51373d690b872b),,بدلة قطعتين,Suit 2 pcs,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc467afde51373d690b8736),,قميص نشا,Shirt,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc467b4de51373d690b8741),,بدلة ثلاث قطع,Suit 3 pcs,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc467c9de51373d690b874c),,بنطلون نصف شورت,Short,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc467cade51373d690b8757),,اوفر كوت,Over Coat,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc467cfde51373d690b8762),,كنزه صوف كم طويل,Sweater (Full Sleeve),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc467ebde51373d690b876d),,ثوب,Thob,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc467f1de51373d690b8778),,سجاد حرير,Silk Carpet,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5bc467ffde51373d690b8783),,بيجاما قطعتين,Pajama 2 pcs,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46805de51373d690b878e),,مناشف كبيرة,Towel Large,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5bc4680bde51373d690b8799),,فستان حرير,Silk Dress,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc4681cde51373d690b87a4),,مناشف صغير,Towel Small,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5bc46829de51373d690b87af),,بيجاما حرير,Silk Pajama,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46833de51373d690b87ba),,بنطلون,Trouser,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc46833de51373d690b87c5),,بدلة باكستاني,Pakistani Dress Starch,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc4684cde51373d690b87d0),,تيشرت,Tshirt,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc46866de51373d690b87db),,سروال داخلي قصير,Upants,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bc46876de51373d690b87e6),,بدلة باكستاني,Pakistani Dress,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc4687bde51373d690b87f1),,تنورة,Skirt,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46896de51373d690b87fc),,شراب,Socks,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bc4689bde51373d690b8807),,سروال داخلي طويل,Upant,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bc468b5de51373d690b8812),,عباية شاك,Special Abaya,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc468c2de51373d690b881d),,وجة مخدة,Pillow Case,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5bc468c5de51373d690b8828),,فانيلة داخلي,Ushirt,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bc468d2de51373d690b8833),,فستان خاص شك,Special Dress,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc468dade51373d690b883e),,صديري,Vest,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc468f2de51373d690b8849),,بدلة قطعتين,Suit 2 pcs,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc468f4de51373d690b8854),,فستان عروسة,Wedding Dress,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46913de51373d690b885f),,غطرة صوف,Wool Ghutra,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc46913de51373d690b886a),,بدلة ثلاث قطع,Suit 3 pcs,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc4691bde51373d690b8875),,مخدة,Pillow,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5bc4692bde51373d690b8880),,ثوب صوف,Wool Thob,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc46930de51373d690b888b),,كنزة صوف,Sweater,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc4694fde51373d690b8896),,تنورة تكسير,Plate Skirt,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46950de51373d690b88a1),,ثوب,Thob,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc4696fde51373d690b88ac),,مناشف كبيرة,Towel Large,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5bc46971de51373d690b88b7),,سجاد عادي,Regular Carpet,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5bc46994de51373d690b88c2),,مناشف صغير,Towel Small,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5bc4699dde51373d690b88cd),,طرحة,Scarf,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc469adde51373d690b88d8),,بنطلون,Trouser,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc469cfde51373d690b88e3),,شماغ,Shemag,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc469d6de51373d690b88ee),,تيشرت,Tshirt,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc469f0de51373d690b88f9),,سروال داخلي قصير,Upants,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bc46a0dde51373d690b8904),,ستائر شيفون,Shere Curtain,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5bc46a0ede51373d690b890f),,سروال داخلي,Upant,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bc46a2cde51373d690b891a),,قميص,Shirt,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc46a30de51373d690b8925),,فانيلة داخلي,Ushirt,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bc46a48de51373d690b8930),,صديري,Vest,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc46a4fde51373d690b893b),,قميص نشا,Shirt,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc46a64de51373d690b8946),,فستان عروسة,Wedding Dress,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46a76de51373d690b8951),,بنطلون نصف شورت,Short,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc46a7ede51373d690b895c),,غطرة صوف,Wool Ghutra,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc46aa5de51373d690b8967),,ثوب صوف,Wool Thob,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc46aaede51373d690b8972),,سجاد حرير,Silk Carpet,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5bc46ae3de51373d690b897d),,فستان حرير,Silk Dress,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46b08de51373d690b8988),,بيجاما حرير,Silk Pajama,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46b35de51373d690b8993),,تنورة,Skirt,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46b52de51373d690b899e),,شراب,Socks,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bc46b78de51373d690b89a9),,عباية شاك,Special Abaya,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46c00de51373d690b89b4),,فستان خاص شك,Special Dress,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46c29de51373d690b89bf),,بدلة قطعتين,Suit 2 pcs,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc46c58de51373d690b89ca),,بدلة ثلاث قطع,Suit 3 pcs,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc46c7cde51373d690b89d5),,كنزة صوف,Sweater,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc46c96de51373d690b89e0),,ثوب,Thob,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc46cc5de51373d690b89eb),,مناشف كبيرة,Towel Large,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5bc46d05de51373d690b89f6),,مناشف صغير,Towel Small,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5bc46d32de51373d690b8a01),,بنطلون,Trouser,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc46d51de51373d690b8a0c),,تيشرت,Tshirt,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc46d7dde51373d690b8a17),,سروال داخلي قصير,Upants,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bc46da6de51373d690b8a22),,سروال داخلي,Upant,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bc46dd1de51373d690b8a2d),,فانيلة داخلي,Ushirt,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bc46df8de51373d690b8a38),,صديري,Vest,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc46e21de51373d690b8a43),,فستان عروسة,Wedding Dress,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46e78de51373d690b8a4e),,غطرة صوف,Wool Ghutra,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc46eb1de51373d690b8a59),,ثوب صوف,Wool Thob,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5c8695bae7f95910bd05fb34),,عباية,Abaya,ObjectId(5c8692efe7f95910bd05fb32),
ObjectId(5c8a0703e7f95910bd05fc02),,مرحبا,test,ObjectId(5c8a04dde7f95910bd05fc00),
ObjectId(5c8a4b1d102fcb3647364539),,كاب,cap,ObjectId(5c8692efe7f95910bd05fb32),
ObjectId(5c8a4b97102fcb364736453c),,كاب,cap,ObjectId(5c8692efe7f95910bd05fb32),
ObjectId(5c8a5597102fcb364736453f),,قطعة,jg,ObjectId(5c8692efe7f95910bd05fb32),
ObjectId(5cab26c902b2046b5156bdb8),,dfsf,test,ObjectId(5c8692efe7f95910bd05fb32),
ObjectId(5cc03d84bc479a701d6c7553),,بيجاما قطعتين,Pajama 2 pcs,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc03d99bc479a701d6c7613),,بيجاما حرير,Silk Pajama,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc03ec6bc479a701d6c76d3),,بطانية كبيرة,Blanket Large,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5cc04617bc479a701d6c7793),,بيجاما قطعتين,Pajama 2 pcs,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc0462ebc479a701d6c77ad),,بيجاما حرير,Silk Pajama,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc04e80bc479a701d6c784b),,بيجاما قطعتين,Pajama 2 pcs,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc04e96bc479a701d6c7916),,بيجاما حرير,Silk Pajama,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc04ef9bc479a701d6c79e1),,مخدة,Pillow,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5cc05085bc479a701d6c7aac),,بيجاما قطعتين,Pajama 2 pcs,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc050a0bc479a701d6c7b1e),,بيجاما حرير,Silk Pajama,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc051a0bc479a701d6c7b90),,ثوب,Thob,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc051c0bc479a701d6c7b98),,شماغ,Shemag,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc051d8bc479a701d6c7ba0),,غترة,Ghutra,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc051f3bc479a701d6c7ba8),,طاقية,Cap,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc05215bc479a701d6c7bb0),,بدلة عسكرية,Military Suit,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc0523cbc479a701d6c7bb8),,بنطلون,Trouser,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc05256bc479a701d6c7bc0),,شورت,Short,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc0526dbc479a701d6c7bc8),,قميص,Shirt,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc05284bc479a701d6c7bd0),,تيشرت,Tshirt,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc0529ebc479a701d6c7bd8),,بدلة قطعتين,Suit 2 pcs,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc052b8bc479a701d6c7be0),,بدلة ثلاث قطع,Suit 3 pcs,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc052d4bc479a701d6c7be8),,كرافيتة,Nick Tie,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc052f4bc479a701d6c7bf0),,صديري,Vest,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc053dabc479a701d6c7bf8),,عباية,Abaya,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc053f1bc479a701d6c7c00),,عباية ملونة,Special Abaya,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc0541cbc479a701d6c7c08),,طرحة,Scarf,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc05435bc479a701d6c7c10),,بلوزة,Blouse,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc05447bc479a701d6c7c18),,تنورة,Skirt,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc0545fbc479a701d6c7c20),,تنورة تكسير,Plate Skirt,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc05473bc479a701d6c7c28),,فستان,Dress,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc0548abc479a701d6c7c30),,فستان قطعتين,Dress 2 pcs,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc054a0bc479a701d6c7c38),,فستان مسائية,Evening Dress,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc054bbbc479a701d6c7c40),,فستان حرير,Silk Dress,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc054d1bc479a701d6c7c48),,فستان عروسة,Wedding Dress,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc054e7bc479a701d6c7c50),,فستان خاص شك,Special Dress,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc054febc479a701d6c7c58),,جاكيت نسائي,Lady Jacket,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc05517bc479a701d6c7c60),,قميص نوم,Night Gown 1 pcs,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc0552fbc479a701d6c7c68),,قميص نوم قطعتين,Night Gown 2 pcs,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc05546bc479a701d6c7c70),,بيجاما قطعتين,Pajama 2 pcs,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc0555bbc479a701d6c7c78),,بيجاما حرير,Silk Pajama,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc05611bc479a701d6c7c80),,فانيلة داخلي,Ushirt,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc05628bc479a701d6c7c88),,سروال داخلي,Upant,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc0563fbc479a701d6c7c90),,سروال داخلي قصير,Upants,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc0565abc479a701d6c7c98),,بيجاما قطعتين,Pajama 2 pcs,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc05672bc479a701d6c7ca0),,بيجاما حرير,Silk Pajama,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc05692bc479a701d6c7ca8),,شراب,Socks,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc056bbbc479a701d6c7cb0),,مناشف صغير,Towel Small,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5cc056d7bc479a701d6c7cb8),,مناشف كبيرة,Towel Large,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5cc056fcbc479a701d6c7cc0),,روب حمام,Bath Robe,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5cc057c2bc479a701d6c7cc8),,بطانية صغيرة,Blanket Small,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5cc057ddbc479a701d6c7cd0),,بطانية كبيرة,Blanket Large,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5cc057f2bc479a701d6c7cd8),,لحاف صغير,Comforter Small,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5cc0580cbc479a701d6c7ce0),,لحاف كبير,Comforter Large,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5cc05821bc479a701d6c7ce8),,لحاف مزخرف,Comforter Special,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5cc05842bc479a701d6c7cf0),,شرشف صغير,Bed Sheet Small,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5cc05857bc479a701d6c7cf8),,شرشف كبير,Bed Sheet Large,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5cc0586bbc479a701d6c7d00),,وجة مخدة,Pillow Case,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5cc05880bc479a701d6c7d08),,مخدة,Pillow,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5cc0589fbc479a701d6c7d10),,ستائر,Curtain,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5cc058b8bc479a701d6c7d18),,ستائر شيفون,Shere Curtain,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5cc058ddbc479a701d6c7d20),,سجاد عادي,Regular Carpet,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5cc058f2bc479a701d6c7d28),,سجاد صيني,China Carpet,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5cc05907bc479a701d6c7d30),,سجاد حرير,Silk Carpet,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5cc05949bc479a701d6c7d38),,ثوب صوف,Wool Thob,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cc0595fbc479a701d6c7d40),,غترة صوف,Wool Ghutra,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cc05975bc479a701d6c7d48),,قميص نشا,Shirt,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cc0598ebc479a701d6c7d50),,كنزة صوف,Sweater,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cc059a2bc479a701d6c7d58),,جاكيت,Jacket,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cc059c9bc479a701d6c7d60),,جاكيت جلد طبيعي,Leather Jacket Normal,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cc059dfbc479a701d6c7d68),,جاكيت جلد صناعي,Leather Jacket,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cc059f4bc479a701d6c7d70),,بشت,Besht,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cc05a0cbc479a701d6c7d78),,فروة,Farwah,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cc05a22bc479a701d6c7d80),,بالطو,Lab Coat,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cc05a38bc479a701d6c7d88),,اوفر كوت,Over Coat,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
