_id,amountPerItem,itemNameAr,itemName,serviceId,categoryId
ObjectId(5d2f983b995ec374a5432b83),60,غطاء السيارة بلاستك - جلد,Car Cover Rexene,ObjectId(5bc45e35de51373d690b8228),ObjectId(5d2ebd0b995ec374a54314e9)
ObjectId(5d2f9907995ec374a5432bf4),30,ستائر ثقيله كبير,Curtain Delicate or Heavy (Big),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5d2f9928995ec374a5432c65),10,ستائر ثقيله كبير,Curtain Delicate or Heavy (Big),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5d2f9972995ec374a5432d44),6,ستائر ثقيله صغيره,Curtain Delicate or Heavy (Small),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5d2f998d995ec374a5432e23),20,ستائر ثقيله صغيره,Curtain Delicate or Heavy (Small),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5d2f99f0995ec374a5432e94),8,ستائر المغلفة بالمطاط كبير,Curtain Netted Linning (Large),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5d2f9a09995ec374a5432f05),5,ستائر المغلفة بالمطاط كبير,Curtain Netted Linning (Large),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5d2f9a72995ec374a5432fe4),5,احرز الستائر بطانة صغير,Curtain Netted Linning (Small),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5d2f9a99995ec374a5433055),3,(احرز الستائر بطانة (صغير,Curtain Netted Linning (Small),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5d2f9aeb995ec374a5433134),10," عادي ستائر",Curtain Ordinary,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5d2f9b51995ec374a54331a5),30,ستائر المغلفة بالمطاط كبير,Curtain Rubber Coated (large),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5d2f9b9e995ec374a5433216),25,(ستائر المغلفة بالمطاط (صغير,Curtain Rubber Coated (Small),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5d2f9be0995ec374a5433287),50,ستائر خاصة,Curtain Special,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5d2f9c0c995ec374a54332f8),30,ستائر خاصة,Curtain Special,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5d2f9c91995ec374a54333d7),30,ستائر مع بطانة كبير,Curtain With Linning (Big),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5d2f9caf995ec374a5433448),15,ستائر مع بطانة كبير,Curtain With Linning (Big),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5d2f9cde995ec374a5433527),10,ستائر مع بطانة صغير,Curtain With Linning (Small),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5d2f9cf8995ec374a5433606),25,ستائر مع بطانة صغير,Curtain With Linning (Small),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5d2f9dd8995ec374a5433677),60,فستان سهرة خفيف,Dress Party (Light),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f9df1995ec374a54336e8),30,فستان سهرة خفيف,Dress Party (Light),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f9e46995ec374a54337c7),100,فستان سهرة خاص,Dress Party Special,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f9e5f995ec374a54338a6),150,فستان سهرة خاص,Dress Party Special,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f9ea4995ec374a5433917),250,فستان زفاف خفيف,Dress Wedding (Light) Pleated,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f9f31995ec374a5433988),75,فستان زفاف خفيف,Dress Wedding (Light) Pleated,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f9fd9995ec374a5433a67),300,فستان زواج ثقيل,Dress Wedding Heavy,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f9ffd995ec374a5433ad8),200,فستان زواج ثقيل,Dress Wedding Heavy,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2fa10b995ec374a5433bb7),350,(فستان زفاف ثقيل خاص (3 قطع,Dress Wedding Heavy Special (3 Pieces),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2fa13a995ec374a5433c28),200,(فستان زفاف ثقيل خاص (3 قطع,Dress Wedding Heavy Special (3 Pieces),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2fa190995ec374a5433d07),100,(فستان زفاف ثقيل خاص (1 قطع,Dress Wedding Heavy Special 1,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2fa1ea995ec374a5433de6),200,فستان زفاف ثقيل خاص1 قطع,Dress Wedding Heavy Special ,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2fa237995ec374a5433e57),250,فستان زفاف ثقيل خاص 2 قطع,Dress Wedding Heavy Special 2,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2fa258995ec374a5433ec8),100,(فستان زفاف ثقيل خاص (2 قطع,Dress Wedding Heavy Special 2,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2fa2d2995ec374a5433fa7),50,فروة جلد,Farwah (Skin),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d2fa2ed995ec374a5434018),25,فروة جلد,Farwah (Skin),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d2fa333995ec374a54340f7),30,فروة جلد ثقيل,FARWAH SKIN (HEAVY),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d2fa34c995ec374a54341d6),70,فروة جلد ثقيل,FARWAH SKIN (HEAVY),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d2fa385995ec374a5434247),15,فروة صغير,FARWAH SMALL,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d2fa39c995ec374a54342b8),8,فروة صغير,FARWAH SMALL,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d301d7e995ec374a5434397),3,غتره حمراء,GUTHRA (RED)-(RO),ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d301e01995ec374a543446f),4.5,غتره حمراء,GUTHRA (RED)-(RO),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d301e95995ec374a54344e0),2.5,غترة حمراء,GUTHRA (RED)-(RO),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d30216c995ec374a54345bf),70,جاكيت جلد ثقيل,JACKET LEATHER (HEAVY),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d302263995ec374a5434630),50,جاكيت جلد ثقيل,JACKET LEATHER (HEAVY),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d3022f7995ec374a54346a1),15,جاكيت طويل,Jacket Long,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d302335995ec374a5434712),7,جاكيت طويل,Jacket Long,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d3023c8995ec374a54347f1),20,(معطف ثقيل (بلاستك - جلد,Jacket Rexene Heavy,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d30244e995ec374a5434862),15,(معطف خفيف (بلاستك - جلد,Jacket Rexene Light,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d302465995ec374a54348d3),6,(معطف خفيف (بلاستك - جلد,Jacket Rexene Light,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d302613995ec374a54349b3),10,جاكيت رياضي,Jacket Sports,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d30263e995ec374a5434a24),8,جاكيت رياضي,Jacket Sports,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d30269d995ec374a5434afc),12,جاكيت سميك,Jacket Thick,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d302847995ec374a5434b6d),8,مع النشا طقم عسكري قطعتين,Military Uniform ( With Starch),ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d3028a3995ec374a5434c45),10,مع النشا طقم عسكري قطعتين,Military Uniform ( With Starch),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d302c06995ec374a5434cb6),5,مع النشا طقم عسكري قطعتين,Military Uniform ( With Starch),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d302dc7995ec374a5434d95),6,روب نوم,Night Gown,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d302ddc995ec374a5434e6d),10,روب نوم,Night Gown,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d302df5995ec374a5434ede),5,روب نوم,Night Gown,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d303015995ec374a5434fbd),4,(غطاء المخدة (ثقيل,PILLOW CASE (HEAVY),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d30302f995ec374a543509c),7,(غطاء المخدة (ثقيل,PILLOW CASE (HEAVY),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d303045995ec374a543510d),5,(غطاء المخدة (ثقيل,PILLOW CASE (HEAVY),ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d303094995ec374a54351e5),20,وسادة اضافية كبيرة,PILLOW EXTRA LARGE,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d30313c995ec374a54352bd),3,شال,Scarf,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d303152995ec374a5435395),5,شال,Scarf,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d3031d4995ec374a5435407),50,تنورة مكسرة كاملة,Skirt Full Pleated,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d3031e9995ec374a5435478),35,تنورة مكسرة كاملة,Skirt Full Pleated,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d303257995ec374a5435557),50,غطاء نوم كبير,SLEEPING BAG (L),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d30327e995ec374a54355c8),40,غطاء نوم وسط,SLEEPING BAG (M),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d3032a5995ec374a5435639),30,غطاء نوم صغير,SLEEPING BAG (s),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d303316995ec374a54356aa),4,بنطلون رياضي,Sports Pants,ObjectId(5e386580356b5248ec89b129),ObjectId(5d2ebd0b995ec374a54314e9)
ObjectId(5d3033b5995ec374a5435782),6,بنطلون رياضي,Sports Pants,ObjectId(5bc45e35de51373d690b8228),ObjectId(5d2ebd0b995ec374a54314e9)
ObjectId(5d3033f0995ec374a54357f3),2,بنطلون رياضي,Sports Pants,ObjectId(5bc45d22de51373d690b8226),ObjectId(5d2ebd0b995ec374a54314e9)
ObjectId(5d30342c995ec374a54358d2),2,سروال رياضي,Sports Sarwal,ObjectId(5bc45d22de51373d690b8226),ObjectId(5d2ebd0b995ec374a54314e9)
ObjectId(5d30344a995ec374a54359b1),4,سروال رياضي,Sports Sarwal,ObjectId(5bc45e35de51373d690b8228),ObjectId(5d2ebd0b995ec374a54314e9)
ObjectId(5d303463995ec374a5435a22),3,سروال رياضي,Sports Sarwal,ObjectId(5e386580356b5248ec89b129),ObjectId(5d2ebd0b995ec374a54314e9)
ObjectId(5d303882995ec374a5435afa),4,تي شيرت خاص,T-Shirt (Spl),ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d30389a995ec374a5435bd2),6,تي شيرت خاص,T-Shirt (Spl),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d303962995ec374a5435c44),4,تي شيرت كم كامل,T-Shirt Full Sleeves,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d303983995ec374a5435d1c),5,تي شيرت كم كامل,T-Shirt Full Sleeves,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d303999995ec374a5435d8d),2,تي شيرت كم كامل,T-Shirt Full Sleeves,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d303a36995ec374a5435e6c),6,ثوب ملون,Thobe Colour,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d303a4c995ec374a5435f44),8,ثوب ملون,Thobe Colour,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d303a63995ec374a5435fb5),4,ثوب ملون,Thobe Colour,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d303aa6995ec374a5436094),15,ثوب ملون صوفي ثقيل,THOBE COLOUR WOOLEN (HEAVY),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d303ad1995ec374a5436105),6,ثوب ملون صوفي ثقيل,THOBE COLOUR WOOLEN (HEAVY),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d303b55995ec374a54361e4),6,ثوب قطن/ثوب مع طوي الظهر,Thobe Cotton/Thobe with Back Pleat,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d303ba8995ec374a54362bc),8,ثوب قطن/ثوب مع طوي الظهر,Thobe Cotton/Thobe with Back Pleat,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d303bbd995ec374a543632d),4,ثوب قطن/ثوب مع طوي الظهر,Thobe Cotton/Thobe with Back Pleat,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d303c53995ec374a543640c),5,ثوب النوم ملون,THOBE SLEEPING (COLOUR),ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d303c6b995ec374a54364e4),7,ثوب النوم ملون,THOBE SLEEPING (COLOUR),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d303d22995ec374a5436556),3,ثوب سوداني,Thobe Sudani,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d303d39995ec374a543662e),6,ثوب سوداني,Thobe Sudani,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d303d54995ec374a543669f),2,ثوب سوداني,Thobe Sudani,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d303dd5995ec374a543677e),100,(بالطو جلد (كبير,Top Coat Leather (Large),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d303e24995ec374a54367ef),100,بالطو جلد كبير,Top Coat Leather (large),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d303fe5995ec374a5436860),1.6,منشفة يد,Towel Hand,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d30414d995ec374a5436938),30,سديري جلد,Vest Leather,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d38738e64ea1e2a21e16ad4),400,مقاس 8*5,size 8*5,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d3874de64ea1e2a21e16bac),350,مقاس 7*5,size 7*5,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38759764ea1e2a21e16c84),300,مقاس 6*5,size 6*5,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38760564ea1e2a21e16d5c),280,مقاس 7*4,size 7*4,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38779564ea1e2a21e16e34),248," 5.5*4.5 مقاس",size 5.5*4.5,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38782864ea1e2a21e16f0c),180,6*3 مقاس,size 6*3,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38788564ea1e2a21e16fe4),150,5*3 مقاس,size 5*3,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38790064ea1e2a21e170bc),90,3*3 مقاس,size 3*3,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38795664ea1e2a21e17194),178,4.8*3.7 مقاس,size 4.8*3.7,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38798264ea1e2a21e1726c),158,4.5*3.5 مقاس,size 4.5*3.5,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d3879b464ea1e2a21e17344),123,3.5*3.5 مقاس,size 3.5*3.5,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d387a0864ea1e2a21e1741c),60,3*2 مقاس,size 3*2,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d387a7564ea1e2a21e174f4),104,3.7*2.8 مقاس,size 3.7*2.8,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d387a9e64ea1e2a21e175cc),103,3.8*2.7 مقاس,size 3.8*2.7,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d387abf64ea1e2a21e176a4),100,3.7*2.7 مقاس,size 3.7*2.7,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d387ae564ea1e2a21e1777c),97,3.6*2.7 مقاس,size 3.6*2.7,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d387b1a64ea1e2a21e17854),95,3.5*2.7 مقاس,size 3.5*2.7,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d387b3a64ea1e2a21e1792c),88,3.5*2.5 مقاس,size 3.5*2.5,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d387b6164ea1e2a21e17a04),63,2.5*2.5 مقاس,size 2.5*2.5,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d387ba264ea1e2a21e17adc),82,3.4*2.4 مقاس,size 3.4*2.4,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d387bcc64ea1e2a21e17bb4),76,3.3*2.3 مقاس,size 3.3*2.3,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d387c0664ea1e2a21e17c8c),70,3.2*2.2 مقاس,size 3.2*2.2,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d387c6264ea1e2a21e17d64),50,5*1 مقاس,size 5*1,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d387cf264ea1e2a21e17e3c),40,4*1 مقاس,size 4*1,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d387d2464ea1e2a21e17f14),30,3*1 مقاس,size 3*1,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d387e5764ea1e2a21e17fec),20,2*1 مقاس,size 2*1,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d387e8d64ea1e2a21e180c4),100,10*1 مقاس,size 10*1,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d387eeb64ea1e2a21e1819c),10,1*1 مقاس,size 1*1,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d387ffa64ea1e2a21e18274),6,0.8*0.8 مقاس,size 0.8*0.8,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38804864ea1e2a21e1834c),8,1*0.8 مقاس,size 1*0.8,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38808964ea1e2a21e18424),10,1.2*0.8 مقاس,size 1.2*0.8,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d3880bf64ea1e2a21e184fc),11,1.3*0.8 مقاس,size 1.3*0.8,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38810e64ea1e2a21e185d4),11,1.4*0.8 مقاس,size 1.4*0.8,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38812e64ea1e2a21e186ac),12,1.5*0.8 مقاس,size 1.5*0.8,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38815464ea1e2a21e18784),16,2*0.8 مقاس,size 2*0.8,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38817464ea1e2a21e1885c),24,3*0.8 مقاس,size 3*0.8,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38819e64ea1e2a21e18934),32,4*0.8 مقاس,size 4*0.8,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d3881e764ea1e2a21e18a0c),40,5*0.8 مقاس,size 5*0.8,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38822064ea1e2a21e18ae4),19,1.6*1.2 مقاس,size 1.6*1.2,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38823e64ea1e2a21e18bbc),20,1.7*1.2 مقاس,size 1.7*1.2,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38826364ea1e2a21e18c94),22,1.8*1.2 مقاس,size 1.8*1.2,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38829264ea1e2a21e18d6c),120,10*1.2 مقاس,size 10*1.2,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d3882b564ea1e2a21e18e44),24,2*1.2 مقاس,size 2*1.2,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d3882df64ea1e2a21e18f1c),36,3*1.2 مقاس,size 3*1.2,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d3882f564ea1e2a21e18ff4),48,4*1.2 مقاس,size 4*1.2,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38831a64ea1e2a21e190cc),50,5*1.2 مقاس,size 5*1.2,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38834064ea1e2a21e191a4),28,2*1.4 مقاس,size 2*1.4,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38836b64ea1e2a21e1927c),23,1.5*1.5 مقاس,size 1.5*1.5,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d3883a164ea1e2a21e19354),36,2.4*1.5 مقاس,size 2.4*1.5,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d3883f364ea1e2a21e1942c),42,2.8*1.5 مقاس,size 2.8*1.5,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38841564ea1e2a21e19504),33,2.2*1.5 مقاس,size 2.2*1.5,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38843c64ea1e2a21e195dc),35,2.3*1.5 مقاس,size 2.3*1.5,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38846364ea1e2a21e196b4),38,2.5*1.5 مقاس,size 2.5*1.5,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d38848164ea1e2a21e1978c),40,2.7*1.5 مقاس,size 2.7*1.5,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5d3884a364ea1e2a21e19864),38,2.4*1.6 مقاس,size 2.4*1.6,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
